0.049058,0.052906,2,11.1,67.403,63.536,1,0.003848,-3.8674
0.082352,-0.067213,1,2.8,90.909,96.111,1,-0.14956,5.202
0.13468,-0.063354,2,6.4,88.439,63.636,1,-0.19804,-24.803
0.011035,0.053294,1,6.6,84.127,73.077,1,0.042259,-11.05
0.054805,0.032417,2,3.05,67.797,81.183,1,-0.022388,13.386
-0.0027801,-0.011664,1,7.35,78.443,89.305,1,-0.0088843,10.862
0.046244,-0.041561,2,8.4,60.112,49.18,1,-0.087805,-10.932
0.031192,0.036269,1,6.7,69.73,95.699,1,0.0050775,25.969
0.015957,0.020856,2,6.65,78.125,71.967,1,0.0048989,-6.1585
0.010303,-0.016525,1,6.65,90.783,89.151,1,-0.026828,-1.6325
0.057351,-0.01211,2,6.35,86.441,68.182,1,-0.069461,-18.259
-0.014944,0.12655,1,5.6,89.754,92,1,0.14149,2.2459
0.05888,0.0007254,2,4.4,84.898,83.665,1,-0.058154,-1.2326
0.039785,0.060101,1,8.7,85.106,80.258,1,0.020316,-4.8489
0.042608,-0.012556,2,5.7,88.837,65.753,1,-0.055164,-23.084
0.0084241,0.053791,1,3.2,83.871,89.6,1,0.045367,5.729
0.001225,-0.0047709,2,2.45,76.19,80.159,1,-0.0059959,3.9683
-0.041049,-0.0085192,1,7.5,85.93,80.198,1,0.03253,-5.7316
-0.025248,-0.024499,2,18.2,90.213,80.833,1,0.00074864,-9.3794
-0.068199,0.0097075,1,6.3,69.048,83.267,1,0.077907,14.219
0.056728,0.081313,2,17.3,81.043,90.686,1,0.024585,9.6436
0.12792,-0.0097108,1,11.6,72.065,93.725,0,-0.13763,21.661
-0.036297,-0.0080153,2,1.7,74.79,70.69,1,0.028282,-4.1003
0.099062,0.10375,1,9.45,84.016,82.47,1,0.0046844,-1.5463
0.057723,0.032863,2,19.4,94,86.166,1,-0.02486,-7.834
-0.058987,0.014641,1,15.85,52.607,52.193,1,0.073628,-0.41365
0.0179,-0.023845,2,3.6,84.615,75.82,1,-0.041745,-8.7957
0.00045435,0.038423,1,11.4,84,90.514,1,0.037969,6.5138
0.030858,-0.051622,2,3.1,73.593,63.983,1,-0.08248,-9.61
0.059483,0.010991,1,11.55,94,86.066,1,-0.048492,-7.9344
